Time:2022-11-28
{login=wenshao, contributions=3043}
{Name=Omega-Ariston, Date=2019-08-27 15:11:51, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-08-27 10:10:01, Time=Weekday morning}
{Name=温绍锦, Date=2019-08-27 10:07:00, Time=Weekday morning}
{Name=温绍锦, Date=2019-08-27 10:06:08, Time=Weekday morning}
{Name=Omega-Ariston, Date=2019-08-26 22:37:45, Time=Weekday evening}
{Name=Omega-Ariston, Date=2019-08-22 15:46:34, Time=Weekday afternoon}
{Name=高铁, Date=2019-08-19 01:21:41, Time=Weekday night}
{Name=高铁, Date=2019-08-19 01:21:26, Time=Weekday night}
{Name=高铁, Date=2019-08-19 01:19:23, Time=Weekday night}
{Name=高铁, Date=2019-08-19 01:07:40, Time=Weekday night}
{Name=JacceYang, Date=2019-08-17 20:44:16, Time=Weekend evening}
{Name=JacceYang, Date=2019-08-17 19:56:33, Time=Weekend evening}
{Name=Omega-Ariston, Date=2019-08-15 16:47:07, Time=Weekday afternoon}
{Name=firepirate, Date=2019-08-15 11:02:59, Time=Weekday morning}
{Name=温绍锦, Date=2019-08-12 09:05:34, Time=Weekday morning}
{Name=温绍锦, Date=2019-08-12 09:03:58, Time=Weekday morning}
{Name=温绍锦, Date=2019-08-12 04:05:12, Time=Weekday night}
{Name=高铁, Date=2019-08-12 03:50:48, Time=Weekday night}
{Name=高铁, Date=2019-08-12 03:44:45, Time=Weekday night}
{Name=高铁, Date=2019-08-12 01:24:08, Time=Weekday night}
{Name=高铁, Date=2019-08-12 01:23:02, Time=Weekday night}
{Name=高铁, Date=2019-08-12 01:22:25, Time=Weekday night}
{Name=高铁, Date=2019-08-12 01:16:51, Time=Weekday night}
{Name=高铁, Date=2019-08-09 14:34:46, Time=Weekend afternoon}
{Name=FelicityWY, Date=2019-08-08 11:07:44, Time=Weekday morning}
{Name=chenjiechuan00492660, Date=2019-08-01 15:32:28, Time=Weekday afternoon}
{Name=chenjiechuan00492660, Date=2019-08-01 15:10:47, Time=Weekday afternoon}
{Name=高铁, Date=2019-07-31 22:18:45, Time=Weekday evening}
{Name=高铁, Date=2019-07-31 22:16:49, Time=Weekday evening}
{Name=高铁, Date=2019-07-31 21:24:49, Time=Weekday evening}
{Name=高铁, Date=2019-07-31 21:22:37, Time=Weekday evening}
{Name=高铁, Date=2019-07-31 21:13:24, Time=Weekday evening}
{Name=高铁, Date=2019-07-31 21:13:11, Time=Weekday evening}
{Name=高铁, Date=2019-07-29 16:54:22, Time=Weekday afternoon}
{Name=高铁, Date=2019-07-29 16:53:49, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-07-29 09:38:28, Time=Weekday morning}
{Name=wxisme, Date=2019-07-18 19:22:29, Time=Weekday evening}
{Name=chenjiechuan00492660, Date=2019-07-18 11:09:35, Time=Weekday morning}
{Name=高铁, Date=2019-07-17 22:25:38, Time=Weekday evening}
{Name=高铁, Date=2019-06-28 12:26:04, Time=Weekend noon}
{Name=高铁, Date=2019-06-28 09:36:23, Time=Weekend morning}
{Name=高铁, Date=2019-06-28 09:27:43, Time=Weekend morning}
{Name=高铁, Date=2019-06-27 17:53:59, Time=Weekday afternoon}
{Name=高铁, Date=2019-06-27 17:50:06, Time=Weekday afternoon}
{Name=高铁, Date=2019-06-27 00:30:35, Time=Weekday night}
{Name=高铁, Date=2019-06-26 23:56:08, Time=Weekday night}
{Name=高铁, Date=2019-06-05 20:41:40, Time=Weekday evening}
{Name=高铁, Date=2019-06-05 20:41:35, Time=Weekday evening}
{Name=高铁, Date=2019-06-05 20:41:21, Time=Weekday evening}
{Name=温绍锦, Date=2019-05-29 15:31:28, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-05-29 15:31:07, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-05-29 15:30:24, Time=Weekday afternoon}
{Name=高铁, Date=2019-05-27 21:08:47, Time=Weekday evening}
{Name=SNMunendra, Date=2019-05-21 21:02:03, Time=Weekday evening}
{Name=nschaffner, Date=2019-05-21 10:40:46, Time=Weekday morning}
{Name=nschaffner, Date=2019-05-21 10:32:20, Time=Weekday morning}
{Name=nschaffner, Date=2019-05-21 10:31:35, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-05-03 14:46:40, Time=Weekend afternoon}
{Name=shaojin.wensj, Date=2019-05-03 14:45:06, Time=Weekend afternoon}
{Name=shaojin.wensj, Date=2019-05-03 11:00:20, Time=Weekend morning}
{Name=shaojin.wensj, Date=2019-04-24 13:57:40, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-24 13:56:44, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-24 13:47:56, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-15 12:20:10, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-12 19:51:01, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-04-12 13:51:06, Time=Weekend noon}
{Name=shaojin.wensj, Date=2019-04-11 22:41:05, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-04-11 21:50:42, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-04-11 21:13:29, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-04-11 16:18:24, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-11 15:34:04, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-11 15:19:46, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-11 15:12:33, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-11 13:34:34, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-11 12:14:35, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-11 12:14:14, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-11 12:13:56, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-04-11 11:46:22, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-11 11:33:49, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-11 11:19:29, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-11 11:14:01, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-11 10:42:33, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-11 10:42:07, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-11 09:56:13, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-10 17:40:29, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-10 16:56:14, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-04-10 16:50:36, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-09 16:23:11, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-09 16:01:21, Time=Weekday afternoon}
{Name=liangchuyi, Date=2019-04-08 18:15:10, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-08 14:08:10, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-08 14:03:05, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-04-08 13:57:46, Time=Weekday noon}
{Name=温绍锦, Date=2019-04-08 11:08:12, Time=Weekday morning}
{Name=温绍锦, Date=2019-04-08 10:45:25, Time=Weekday morning}
{Name=温绍锦, Date=2019-04-08 10:40:54, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-04-08 10:39:35, Time=Weekday morning}
{Name=SNMunendra, Date=2019-03-17 12:55:26, Time=Weekday noon}
{Name=SNMunendra, Date=2019-03-17 12:44:03, Time=Weekday noon}
{Name=温绍锦, Date=2019-03-16 23:36:45, Time=Weekend night}
{Name=SNMunendra, Date=2019-03-15 01:36:04, Time=Weekend night}
{Name=shaojin.wensj, Date=2019-03-12 11:51:30, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-03-12 11:49:50, Time=Weekday morning}
{Name=温绍锦, Date=2019-03-12 11:48:32, Time=Weekday morning}
{Name=温绍锦, Date=2019-03-12 11:46:01, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-03-06 21:57:59, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-03-06 21:57:44, Time=Weekday evening}
{Name=TimAndy, Date=2019-02-15 13:14:03, Time=Weekend noon}
{Name=TimAndy, Date=2019-02-15 10:01:28, Time=Weekend morning}
{Name=TimAndy, Date=2019-02-15 10:00:53, Time=Weekend morning}
{Name=TimAndy, Date=2019-02-15 10:00:16, Time=Weekend morning}
{Name=TimAndy, Date=2019-02-15 09:59:23, Time=Weekend morning}
{Name=TimAndy, Date=2019-02-15 09:58:09, Time=Weekend morning}
{Name=TimAndy, Date=2019-02-14 17:20:17, Time=Weekday afternoon}
{Name=TimAndy, Date=2019-02-14 16:29:03, Time=Weekday afternoon}
{Name=TimAndy, Date=2019-02-11 15:28:17, Time=Weekday afternoon}
{Name=TimAndy, Date=2019-02-11 15:04:22, Time=Weekday afternoon}
{Name=Corey, Date=2019-03-03 10:07:55, Time=Weekday morning}
{Name=温绍锦, Date=2019-03-01 19:51:06, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-03-01 19:29:47, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-03-01 17:56:38, Time=Weekend afternoon}
{Name=shaojin.wensj, Date=2019-03-01 17:56:22, Time=Weekend afternoon}
{Name=业余布道师, Date=2019-02-27 09:49:55, Time=Weekday morning}
{Name=温绍锦, Date=2019-02-22 18:43:29, Time=Weekend afternoon}
{Name=业余布道师, Date=2019-02-22 17:19:12, Time=Weekend afternoon}
{Name=业余布道师, Date=2019-02-22 16:39:35, Time=Weekend afternoon}
{Name=业余布道师, Date=2019-02-22 16:27:12, Time=Weekend afternoon}
{Name=业余布道师, Date=2019-02-22 16:07:54, Time=Weekend afternoon}
{Name=温绍锦, Date=2019-02-22 16:06:40, Time=Weekend afternoon}
{Name=业余布道师, Date=2019-02-22 15:52:28, Time=Weekend afternoon}
{Name=shaojin.wensj, Date=2019-02-20 16:09:02, Time=Weekday afternoon}
{Name=OrDTesters, Date=2019-02-19 11:19:25, Time=Weekday morning}
{Name=ziheng, Date=2019-02-10 22:53:48, Time=Weekday evening}
{Name=ziheng, Date=2019-02-10 22:48:54, Time=Weekday evening}
{Name=ziheng, Date=2019-02-10 22:41:03, Time=Weekday evening}
{Name=VictorZeng, Date=2019-02-07 23:14:28, Time=Weekday night}
{Name=shaojin.wensj, Date=2019-02-03 16:56:14, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-02-03 16:55:27, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-02-03 15:09:10, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-02-03 15:08:20, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-02-03 15:07:58, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-02-02 17:54:32, Time=Weekend afternoon}
{Name=shaojin.wensj, Date=2019-02-02 17:54:08, Time=Weekend afternoon}
{Name=toutoudnf, Date=2019-01-29 21:15:10, Time=Weekday evening}
{Name=业余布道师, Date=2019-01-29 10:12:49, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-01-27 01:15:39, Time=Weekday night}
{Name=shaojin.wensj, Date=2019-01-27 00:14:35, Time=Weekday night}
{Name=shaojin.wensj, Date=2019-01-26 23:51:26, Time=Weekend night}
{Name=shaojin.wensj, Date=2019-01-26 21:38:01, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-01-25 18:01:06, Time=Weekend afternoon}
{Name=shaojin.wensj, Date=2019-01-25 10:32:46, Time=Weekend morning}
{Name=shaojin.wensj, Date=2019-01-25 10:02:50, Time=Weekend morning}
{Name=shaojin.wensj, Date=2019-01-25 09:58:40, Time=Weekend morning}
{Name=shaojin.wensj, Date=2019-01-25 09:57:24, Time=Weekend morning}
{Name=shaojin.wensj, Date=2019-01-22 15:35:58, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-22 15:16:38, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-22 15:13:51, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-01-21 15:16:26, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-20 19:45:15, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-01-20 19:37:19, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-01-20 19:35:47, Time=Weekday evening}
{Name=shaojin.wensj, Date=2019-01-20 17:18:07, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-20 15:49:14, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-18 22:43:15, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-01-18 22:33:45, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-01-18 22:25:55, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-01-18 22:24:50, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-01-18 21:39:30, Time=Weekend evening}
{Name=shaojin.wensj, Date=2019-01-18 21:39:14, Time=Weekend evening}
{Name=温绍锦, Date=2019-01-14 16:46:55, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-14 10:26:26, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-01-09 15:46:30, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2019-01-09 15:46:27, Time=Weekday afternoon}
{Name=温绍锦, Date=2019-01-09 15:44:53, Time=Weekday afternoon}
{Name=TimAndy, Date=2019-01-07 15:37:42, Time=Weekday afternoon}
{Name=TimAndy, Date=2019-01-07 15:24:35, Time=Weekday afternoon}
{Name=Lihao, Date=2019-01-04 12:05:20, Time=Weekend noon}
{Name=Lihao, Date=2019-01-04 12:04:25, Time=Weekend noon}
{Name=shaojin.wensj, Date=2019-01-02 13:25:34, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-01-02 13:21:47, Time=Weekday noon}
{Name=shaojin.wensj, Date=2019-01-02 11:54:55, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-01-02 11:23:53, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-01-02 11:17:43, Time=Weekday morning}
{Name=shaojin.wensj, Date=2019-01-02 01:12:20, Time=Weekday night}
{Name=shaojin.wensj, Date=2019-01-02 00:26:31, Time=Weekday night}
{Name=shaojin.wensj, Date=2019-01-01 12:30:30, Time=Weekday noon}
{Name=shaojin.wensj, Date=2018-12-26 20:35:11, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-24 09:40:27, Time=Weekday morning}
{Name=温绍锦, Date=2018-12-22 16:38:42, Time=Weekend afternoon}
{Name=业余布道师, Date=2018-12-22 16:01:52, Time=Weekend afternoon}
{Name=业余布道师, Date=2018-12-21 15:51:05, Time=Weekend afternoon}
{Name=温绍锦, Date=2018-12-19 15:55:34, Time=Weekday afternoon}
{Name=SergioEscalante, Date=2018-12-18 22:43:37, Time=Weekday evening}
{Name=SergioEscalante, Date=2018-12-18 22:17:38, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-18 19:01:55, Time=Weekday evening}
{Name=温绍锦, Date=2018-12-18 11:34:47, Time=Weekday morning}
{Name=温绍锦, Date=2018-12-18 11:32:35, Time=Weekday morning}
{Name=王栋, Date=2018-12-18 09:18:37, Time=Weekday morning}
{Name=liaozan, Date=2018-12-17 22:14:30, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-17 21:03:17, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-17 20:35:39, Time=Weekday evening}
{Name=温绍锦, Date=2018-12-17 20:17:37, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-17 20:14:55, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-17 20:14:39, Time=Weekday evening}
{Name=王栋, Date=2018-12-17 18:10:01, Time=Weekday afternoon}
{Name=libinglong, Date=2018-12-13 16:03:55, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-12-12 15:51:14, Time=Weekday afternoon}
{Name=温绍锦, Date=2018-12-12 15:47:23, Time=Weekday afternoon}
{Name=温绍锦, Date=2018-12-12 15:46:54, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-12-12 13:59:27, Time=Weekday noon}
{Name=温绍锦, Date=2018-12-10 14:19:17, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2018-12-10 13:40:39, Time=Weekday noon}
{Name=业余布道师, Date=2018-12-10 09:45:43, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-12-09 23:38:18, Time=Weekday night}
{Name=shaojin.wensj, Date=2018-12-09 23:22:28, Time=Weekday night}
{Name=shaojin.wensj, Date=2018-12-09 21:20:23, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-12-09 20:41:42, Time=Weekday evening}
{Name=业余布道师, Date=2018-12-04 10:43:01, Time=Weekday morning}
{Name=业余布道师, Date=2018-12-04 09:14:17, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-12-03 15:13:51, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2018-12-03 15:08:07, Time=Weekday afternoon}
{Name=温绍锦, Date=2018-12-03 13:27:00, Time=Weekday noon}
{Name=业余布道师, Date=2018-12-03 13:11:40, Time=Weekday noon}
{Name=shaojin.wensj, Date=2018-12-03 10:16:35, Time=Weekday morning}
{Name=业余布道师, Date=2018-11-30 16:58:50, Time=Weekend afternoon}
{Name=业余布道师, Date=2018-11-30 15:51:32, Time=Weekend afternoon}
{Name=业余布道师, Date=2018-11-30 13:22:21, Time=Weekend noon}
{Name=shaojin.wensj, Date=2018-11-30 13:16:05, Time=Weekend noon}
{Name=shaojin.wensj, Date=2018-11-30 12:43:39, Time=Weekend noon}
{Name=业余布道师, Date=2018-11-30 09:38:21, Time=Weekend morning}
{Name=shaojin.wensj, Date=2018-11-29 21:17:54, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-11-29 20:08:59, Time=Weekday evening}
{Name=shaojin.wensj, Date=2018-11-29 19:55:54, Time=Weekday evening}
{Name=业余布道师, Date=2018-11-29 13:08:37, Time=Weekday noon}
{Name=shaojin.wensj, Date=2018-11-29 11:11:46, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-11-29 11:11:07, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-11-29 11:10:51, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-11-29 11:09:44, Time=Weekday morning}
{Name=业余布道师, Date=2018-11-27 18:05:53, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-11-27 17:35:45, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-11-27 15:21:55, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-11-27 14:59:56, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-11-27 11:22:36, Time=Weekday morning}
{Name=ORDTesters, Date=2018-11-23 09:00:20, Time=Weekend morning}
{Name=ORDTesters, Date=2018-11-23 08:21:19, Time=Weekend morning}
{Name=shaojin.wensj, Date=2018-11-20 11:31:45, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-11-18 23:56:37, Time=Weekday night}
{Name=shaojin.wensj, Date=2018-11-18 16:03:59, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2018-11-18 15:57:04, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2018-11-18 15:14:13, Time=Weekday afternoon}
{Name=shaojin.wensj, Date=2018-11-18 13:07:07, Time=Weekday noon}
{Name=shaojin.wensj, Date=2018-11-18 13:06:17, Time=Weekday noon}
{Name=shaojin.wensj, Date=2018-11-18 12:32:10, Time=Weekday noon}
{Name=温绍锦, Date=2018-11-16 13:24:54, Time=Weekend noon}
{Name=ORDTesters, Date=2018-11-16 07:22:44, Time=Weekend morning}
{Name=ORDTesters, Date=2018-11-12 11:44:40, Time=Weekday morning}
{Name=shaojin.wensj, Date=2018-11-05 15:03:08, Time=Weekday afternoon}
{Name=业余布道师, Date=2018-11-01 17:56:11, Time=Weekday afternoon}
{Name=wenshao, Date=2018-10-30 13:07:53, Time=Weekday noon}
{Name=wenshao, Date=2018-10-29 21:22:38, Time=Weekday evening}
{Name=wenshao, Date=2018-10-25 20:53:42, Time=Weekday evening}
{Name=wenshao, Date=2018-10-25 19:32:05, Time=Weekday evening}
{Name=wenshao, Date=2018-10-25 19:08:02, Time=Weekday evening}
{Name=wenshao, Date=2018-10-25 16:02:52, Time=Weekday afternoon}
{Name=wenshao, Date=2018-10-23 11:37:12, Time=Weekday morning}
{Name=wenshao, Date=2018-10-23 10:53:12, Time=Weekday morning}
{Name=wenshao, Date=2018-10-23 10:39:10, Time=Weekday morning}
{Name=wenshao, Date=2018-10-23 10:35:34, Time=Weekday morning}
{Name=wenshao, Date=2018-10-23 10:26:19, Time=Weekday morning}
{Name=wenshao, Date=2018-10-23 10:01:42, Time=Weekday morning}
{Name=wenshao, Date=2018-10-23 10:01:33, Time=Weekday morning}
{Name=wenshao, Date=2018-10-22 22:35:38, Time=Weekday evening}
{Name=wenshao, Date=2018-10-22 22:35:28, Time=Weekday evening}
{Name=wenshao, Date=2018-10-18 16:57:04, Time=Weekday afternoon}
{Name=wenshao, Date=2018-09-26 17:36:48, Time=Weekday afternoon}
{Name=wenshao, Date=2018-09-26 17:35:38, Time=Weekday afternoon}
{Name=wenshao, Date=2018-09-14 12:24:38, Time=Weekend noon}
{Name=wenshao, Date=2018-09-13 10:44:34, Time=Weekday morning}
{Name=wenshao, Date=2018-09-13 01:48:50, Time=Weekday night}
{Name=wenshao, Date=2018-09-13 01:33:40, Time=Weekday night}
{Name=wenshao, Date=2018-09-12 23:57:34, Time=Weekday night}
{Name=wenshao, Date=2018-09-12 16:26:41, Time=Weekday afternoon}
{Name=wenshao, Date=2018-09-11 15:39:19, Time=Weekday afternoon}
{Name=wenshao, Date=2018-09-10 20:53:28, Time=Weekday evening}
{Name=wenshao, Date=2018-09-10 11:23:03, Time=Weekday morning}
{Name=wenshao, Date=2018-09-10 09:09:24, Time=Weekday morning}
{Name=wenshao, Date=2018-09-10 02:19:34, Time=Weekday night}
{Name=wenshao, Date=2018-09-10 01:16:25, Time=Weekday night}
{Name=wenshao, Date=2018-09-10 00:11:28, Time=Weekday night}
{Name=wenshao, Date=2018-09-10 00:10:42, Time=Weekday night}
{Name=wenshao, Date=2018-09-09 23:42:20, Time=Weekday night}
{Name=wenshao, Date=2018-09-09 23:41:37, Time=Weekday night}
{Name=wenshao, Date=2018-09-07 16:45:31, Time=Weekend afternoon}
{Name=wenshao, Date=2018-09-07 16:43:41, Time=Weekend afternoon}
{Name=wenshao, Date=2018-09-06 16:16:25, Time=Weekday afternoon}
{Name=wenshao, Date=2018-09-03 23:22:00, Time=Weekday night}
{Name=wenshao, Date=2018-09-03 23:21:36, Time=Weekday night}
{Name=wenshao, Date=2018-09-03 23:21:09, Time=Weekday night}
{Name=wenshao, Date=2018-08-20 15:59:39, Time=Weekday afternoon}
{Name=wenshao, Date=2018-08-20 14:45:39, Time=Weekday afternoon}
{Name=wenshao, Date=2018-08-20 14:36:17, Time=Weekday afternoon}
{Name=wenshao, Date=2018-08-19 23:36:52, Time=Weekday night}
{Name=wenshao, Date=2018-08-19 13:09:27, Time=Weekday noon}
{Name=wenshao, Date=2018-08-19 12:53:00, Time=Weekday noon}
{Name=wenshao, Date=2018-08-19 12:34:30, Time=Weekday noon}
{Name=wenshao, Date=2018-08-19 12:29:40, Time=Weekday noon}
{Name=wenshao, Date=2018-08-19 12:26:13, Time=Weekday noon}
{Name=wenshao, Date=2018-08-19 12:09:14, Time=Weekday noon}
{Name=wenshao, Date=2018-08-19 11:59:28, Time=Weekday morning}
{Name=wenshao, Date=2018-08-19 11:54:05, Time=Weekday morning}
{Name=wenshao, Date=2018-08-19 04:12:26, Time=Weekday night}
{Name=wenshao, Date=2018-08-19 04:06:13, Time=Weekday night}
{Name=wenshao, Date=2018-08-19 03:57:06, Time=Weekday night}
{Name=wenshao, Date=2018-08-19 03:48:03, Time=Weekday night}
